crossroadID,crossroadName
100205,人民路与重庆南路交叉口
100353,人民路与温州路交叉口
100031,香港西路与东海一路交叉口
100030,香港西路与太平角六路交叉口
100185,人民路与抚顺路交叉口
100353,人民路与阜新路交叉口
100029,香港西路与太平角四路交叉口
100030,香港西路与太平角六路交叉口
100206,鞍山一路与重庆南路交叉口
100177,鞍山一路与嘉善路交叉口
100248,抚顺路与山东路交叉口
100238,抚顺路与鞍山二路交叉口
100187,嘉善路与人民路交叉口
100177,嘉善路与鞍山一路交叉口
100081,东海西路与五四广场交叉口
100052,东海西路与山东路交叉口
100207,鞍山二路与重庆南路交叉口
100238,鞍山二路与抚顺路交叉口
100244,鞍山二路与鞍山路交叉口
100238,鞍山二路与抚顺路交叉口
100185,抚顺路与人民路交叉口
100238,抚顺路与鞍山二路交叉口
100080,香港中路与市政府交叉口
100059,香港中路与山东路交叉口
100079,台湾路与香港中路交叉口
100077,台湾路与东海中路交叉口
100139,上海路与陵县路交叉口
100138,上海路与馆陶路交叉口
100226,南昌路与德丰路交叉口
100235,南昌路与宜阳路交叉口
100237,南昌路与萍乡路交叉口
100226,南昌路与德丰路交叉口
100210,德丰路与重庆南路交叉口
100226,德丰路与南昌路交叉口
100365,香港中路与云霄路交叉口
100060,香港中路与南京路交叉口
100436,中山路与广西路交叉口
100433,中山路与湖南路交叉口
100188,人民路与嘉定路交叉口
100193,人民路与瑞昌路交叉口
100433,中山路与湖南路交叉口
100436,中山路与广西路交叉口
100442,兰山路与费县路交叉口
100044,兰山路与泰安路交叉口
100080,香港中路与新浦路交叉口
100060,香港中路与南京路交叉口
100062,香港中路与燕儿岛路交叉口
100061,香港中路与福州南路交叉口
100365,香港中路与云霄路交叉口
100061,香港中路与福州南路交叉口
100062,香港中路与燕儿岛路交叉口
100352,香港中路与汕头路交叉口
100029,香港西路与太平角四路交叉口
100027,香港西路与一疗交叉口
100196,南昌路与瑞昌路交叉口
100234,南昌路与清江路交叉口
100209,清江路与重庆南路交叉口
100234,清江路与南昌路交叉口
100510,宁夏路与吴兴路交叉口
100007,宁夏路与南京路交叉口
100352,香港中路与汕头路交叉口
100062,香港中路与燕儿岛路交叉口
100061,香港中路与福州南路交叉口
100062,香港中路与燕儿岛路交叉口
100085,香港中路与澄海一路交叉口
100352,香港中路与汕头路交叉口
100357,绍兴路与辽阳西路交叉口
100498,绍兴路与辽源路交叉口
100498,绍兴路与辽源路交叉口
100357,绍兴路与辽阳西路交叉口
100211,萍乡路与重庆南路交叉口
100237,萍乡路与南昌路交叉口
100162,绍兴路与伊春路交叉口
100498,绍兴路与辽源路交叉口
100498,绍兴路与辽源路交叉口
100162,绍兴路与伊春路交叉口
100213,长沙路与重庆南路交叉口
100222,长沙路与南昌路交叉口
100008,云霄路与闽江路交叉口
100562,云霄路与漳浦路交叉口
100203,洛阳路与四流南路交叉口
100228,洛阳路与商丘路交叉口
100362,福州南路与卫校交叉口
100015,福州南路与宁夏路交叉口
100205,温州路与重庆南路交叉口
100227,温州路与人民路交叉口
100246,哈尔滨路与鞍山路交叉口
100178,哈尔滨路与抚顺路交叉口
100413,中山路与北京路交叉口
100395,中山路与胶州路交叉口
100395,中山路与市场三路交叉口
100413,中山路与北京路交叉口
100371,北京路与河北路交叉口
100413,北京路与中山路交叉口
100178,哈尔滨路与抚顺路交叉口
100246,哈尔滨路与鞍山路交叉口
100045,江苏路与广西路交叉口
100494,江苏路与日照路交叉口
100120,埕口路与华阳路交叉口
100091,埕口路与孟庄路交叉口
100225,台柳路与蚌埠路交叉口
100224,台柳路与合肥路交叉口
100436,广西路与中山路交叉口
100429,广西路与浙江路交叉口
100381,云南路与广州路交叉口
100382,云南路与东平路交叉口
100383,云南路与滋阳路交叉口
100382,云南路与东平路交叉口
100382,云南路与东平路交叉口
100381,云南路与广州路交叉口
100380,云南路与南村路交叉口
100381,云南路与广州路交叉口
100383,云南路与滋阳路交叉口
100384,云南路与汶上路交叉口
100385,云南路与郓城北路交叉口
100426,云南路与磁山路交叉口
100245,山东路与鞍山路交叉口
100247,山东路与南宁路交叉口
100014,宁夏路与天台路交叉口
100015,宁夏路与福州南路交叉口
100016,宁夏路与大尧一路交叉口
100015,宁夏路与银川西路交叉口
100015,宁夏路与福州南路交叉口
100016,宁夏路与大尧一路交叉口
100017,宁夏路与大尧三路交叉口
100016,宁夏路与隆德路交叉口
100162,伊春路与绍兴路交叉口
100112,伊春路与福州北路交叉口
100356,辽阳西路与南京路交叉口
100358,辽阳西路与吴兴路交叉口
100413,北京路与中山路交叉口
100371,北京路与胶州路交叉口
100155,延安三路与幼儿师范学校交叉口
100618,延安三路与南九水路交叉口
100069,宁夏路与燕儿岛路交叉口
100363,宁夏路与莆田路交叉口
100618,延安三路与南九水路交叉口
100155,延安三路与幼儿师范学校交叉口
100433,中山路与湖南路交叉口
100043,中山路与湖北路交叉口
100185,人民路与抚顺路交叉口
100184,人民路与南宁路交叉口
100002,江西路与徐州路交叉口
100066,江西路与山东路交叉口
100043,中山路与湖北路交叉口
100433,中山路与湖南路交叉口
100070,山东路与闽江路交叉口
100066,山东路与江西路交叉口
100188,人民路与嘉定路交叉口
100187,人民路与嘉善路交叉口
100066,山东路与江西路交叉口
100070,山东路与闽江路交叉口
100205,人民路与重庆南路交叉口
100187,人民路与温州路交叉口
100119,华阳路与诸城路交叉口
100118,华阳路与昌乐路交叉口
100120,华阳路与埕口路交叉口
100119,华阳路与诸城路交叉口
100205,人民路与重庆南路交叉口
100185,人民路与温州路交叉口
100238,抚顺路与鞍山二路交叉口
100185,抚顺路与人民路交叉口
100184,人民路与南宁路交叉口
100185,人民路与抚顺路交叉口
100127,辽宁路与华阳路交叉口
100126,辽宁路与泰山路交叉口
100559,延安一路与王村路交叉口
100040,延安一路与文登路交叉口
100533,杭州路与尚志路交叉口
100220,杭州路与宁化路交叉口
100032,香港西路与东海二路交叉口
100058,香港西路与新湛二路交叉口
100060,香港中路与南京路交叉口
100365,香港中路与云霄路交叉口
100061,香港中路与福州南路交叉口
100365,香港中路与云霄路交叉口
100464,合川路与天水路交叉口
100455,合川路与广水路交叉口
100601,四流南路与雍翠华苑小区交叉口
100198,四流南路与金华路交叉口
100472,宜川路与赤水路交叉口
100473,宜川路与合水路交叉口
100193,人民路与瑞昌路交叉口
100188,人民路与嘉定路交叉口
100187,人民路与嘉善路交叉口
100188,人民路与嘉定路交叉口
100217,嘉定路与杭州路交叉口
100188,嘉定路与人民路交叉口
100472,宜川路与赤水路交叉口
100331,宜川路与金水路交叉口
100013,宁夏路与新田路交叉口
100012,宁夏路与大润发交叉口
100511,宁夏路与仙居路交叉口
100013,宁夏路与新田路交叉口
100511,宁夏路与仙居路交叉口
100014,宁夏路与天台路交叉口
100015,宁夏路与福州南路交叉口
100014,宁夏路与天台路交叉口
100484,中崂路与铜川路交叉口
100483,中崂路与延川路交叉口
100247,山东路与南宁路交叉口
100248,山东路与抚顺路交叉口
100178,抚顺路与哈尔滨路交叉口
100248,抚顺路与山东路交叉口
100238,抚顺路与鞍山二路交叉口
100248,抚顺路与山东路交叉口
100134,南京路与延吉路交叉口
100007,南京路与宁夏路交叉口
100060,香港中路与南京路交叉口
100080,香港中路与新浦路交叉口
100248,山东路与抚顺路交叉口
100247,山东路与南宁路交叉口
100206,重庆南路与鞍山一路交叉口
100207,重庆南路与鞍山二路交叉口
100452,广水路与延川路交叉口
100453,广水路与灵川路交叉口
100238,鞍山二路与抚顺路交叉口
100207,鞍山二路与重庆南路交叉口
100453,广水路与灵川路交叉口
100452,广水路与延川路交叉口
100175,劲松一路与同和路交叉口
100114,劲松一路与合肥路交叉口
100237,南昌路与萍乡路交叉口
100236,南昌路与高安路交叉口
100411,杭州路与人民路交叉口
100221,杭州路与瑞昌路交叉口
100533,杭州路与尚志路交叉口
100221,杭州路与瑞昌路交叉口
100180,清江路与哈尔滨路交叉口
100209,清江路与重庆南路交叉口
100234,清江路与南昌路交叉口
100209,清江路与重庆南路交叉口
100211,重庆南路与萍乡路交叉口
100210,重庆南路与德丰路交叉口
100130,辽宁路与利津路交叉口
100128,辽宁路与宁海路交叉口
100126,辽宁路与泰山路交叉口
100127,辽宁路与华阳路交叉口
100127,辽宁路与华阳路交叉口
100128,辽宁路与寿光路交叉口
100571,辽阳西路与永吉路交叉口
100357,辽阳西路与绍兴路交叉口
100210,重庆南路与德丰路交叉口
100211,重庆南路与萍乡路交叉口
100357,辽阳西路与绍兴路交叉口
100571,辽阳西路与永吉路交叉口
100131,辽阳西路与“百安居”前交叉口
100571,辽阳西路与永吉路交叉口
100175,劲松一路与同和路交叉口
100359,劲松一路与辽阳西路交叉口
100571,辽阳西路与永吉路交叉口
100131,辽阳西路与“百安居”前交叉口
100361,辽阳西路与劲松四路交叉口
100360,辽阳西路与劲松三路交叉口
100167,劲松三路与同兴路交叉口
100360,劲松三路与辽阳西路交叉口
100135,南京路与辽源路交叉口
100356,南京路与辽阳西路交叉口
100358,辽阳西路与吴兴路交叉口
100356,辽阳西路与南京路交叉口
100033,延安三路与江西路交叉口
100034,延安三路与仰口路交叉口
100058,延安三路与香港西路交叉口
100051,延安三路与东海西路交叉口
100372,北京路与河南路交叉口
100371,北京路与河北路交叉口
100414,北京路与山西路交叉口
100372,北京路与河南路交叉口
100372,北京路与河南路交叉口
100414,北京路与山西路交叉口
100414,山西路与北京路交叉口
100396,山西路与莘县路交叉口
100066,江西路与山东路交叉口
100002,江西路与徐州路交叉口
100004,江西路与南京路交叉口
100002,江西路与徐州路交叉口
100351,重庆中路与南岭三路交叉口
100291,重庆中路与唐山路交叉口
100253,台柳路与洛阳路交叉口
100254,台柳路与郑州路交叉口
100396,山西路与莘县路交叉口
100414,山西路与北京路交叉口
100117,合肥路与劲松五路（劲松六路）交叉口
100116,合肥路与劲松四路交叉口
100115,合肥路与劲松三路交叉口
100116,合肥路与劲松四路交叉口
100362,福州南路与卫校交叉口
100067,福州南路与江西路交叉口
100067,江西路与福州南路交叉口
100011,江西路与远洋学院交叉口
100434,江西路与泰州路交叉口
100005,江西路与镇江路交叉口
100379,贵州路与四川路交叉口
100388,贵州路与台西三路交叉口
100113,合肥路与宁安路交叉口
100114,合肥路与劲松一路交叉口
100389,贵州路与台西五路交叉口
100390,贵州路与成武路交叉口
100114,合肥路与劲松一路交叉口
100113,合肥路与宁安路交叉口
100369,汶上路与费县路交叉口
100393,汶上路与贵州路交叉口
100020,银川西路与动漫软件园门前交叉口
100163,银川西路与劲松三路交叉口
100163,银川西路与劲松三路交叉口
100020,银川西路与动漫软件园门前交叉口
100382,云南路与东平路交叉口
100383,云南路与滋阳路交叉口
100030,香港西路与太平角六路交叉口
100029,香港西路与太平角四路交叉口
100183,长沙路与黑龙江南路交叉口
100249,长沙路与台柳路交叉口
100092,青海路与普集路交叉口
100093,青海路与商河路交叉口
100216,杭州路与嘉兴路交叉口
100215,杭州路与平安路交叉口
100028,香港西路与鹊山路交叉口
100026,香港西路与佛涛路交叉口
100167,劲松三路与同兴路交叉口
100168,劲松三路与同安路交叉口
100134,延吉路与南京路交叉口
100022,延吉路与吴兴路交叉口
100023,延吉路与绍兴路交叉口
100022,延吉路与吴兴路交叉口
100109,吴兴路与敦化路交叉口
100022,吴兴路与延吉路交叉口
100022,延吉路与吴兴路交叉口
100023,延吉路与绍兴路交叉口
100441,辽阳西路与抚顺路交叉口
100356,辽阳西路与南京路交叉口
100164,银川西路与同乐三路交叉口
100163,银川西路与劲松三路交叉口
100164,银川西路与同乐三路交叉口
100165,银川西路与劲松五路交叉口
100165,银川西路与劲松五路交叉口
100164,银川西路与同乐三路交叉口
100105,镇江路与敦化路交叉口
100172,镇江路与西吴路交叉口
100390,贵州路与成武路交叉口
100391,贵州路与青铜峡路交叉口
100393,贵州路与汶上路交叉口
100391,贵州路与青铜峡路交叉口
100222,南昌路与长沙路交叉口
100236,南昌路与周口路交叉口
100154,延安路与东山路交叉口
100153,延安路与延安二路交叉口
100116,合肥路与劲松四路交叉口
100117,合肥路与劲松五路（劲松六路）交叉口
100122,胶宁高架路与海信立交桥交叉口
100123,胶宁高架路与镇宁立交桥交叉口
100028,香港西路与鹊山路交叉口
100027,香港西路与一疗交叉口
100369,费县路与汶上路交叉口
100370,费县路与范县路交叉口
100360,辽阳西路与劲松三路交叉口
100361,辽阳西路与劲松四路交叉口
100459,广水路与东川路交叉口
100460,广水路与毛杨路交叉口
100477,汉川路与惠水路交叉口
100512,汉川路与衡水路交叉口
100479,惠水路与宾川路交叉口
100480,惠水路与东川路交叉口
100479,惠水路与宾川路交叉口
100478,惠水路与号线交叉口
100480,东川路与惠水路交叉口
100515,东川路与衡水路交叉口
100483,中崂路与延川路交叉口
100484,中崂路与铜川路交叉口
100264,开平路与黑龙江路交叉口
100252,开平路与台柳路交叉口
100254,台柳路与郑州路交叉口
100253,台柳路与洛阳路交叉口
100252,台柳路与开平路交叉口
100253,台柳路与洛阳路交叉口
100182,蚌埠路与黑龙江路交叉口
100225,蚌埠路与台柳路交叉口
100217,杭州路与嘉定路交叉口
100216,杭州路与嘉兴路交叉口
100118,华阳路与昌乐路交叉口
100127,华阳路与辽宁路交叉口
100218,杭州路与开化路交叉口
100217,杭州路与嘉定路交叉口
100188,嘉定路与人民路交叉口
100217,嘉定路与杭州路交叉口
100004,南京路与江西路交叉口
100540,南京路与如东路交叉口
100216,杭州路与嘉兴路交叉口
100217,杭州路与平安路交叉口
100451,广水路与金川路交叉口
100452,广水路与延川路交叉口
100040,文登路与延安一路交叉口
100039,文登路与南海路（文登路小学）交叉口
100061,福州南路与香港中路交叉口
100054,福州南路与东海中路交叉口
100451,广水路与金川路交叉口
100450,广水路与宜川路交叉口
100041,文登路与岞山路交叉口
100040,文登路与延安一路交叉口
100452,广水路与延川路交叉口
100451,广水路与金川路交叉口
100149,台东六路与威海路交叉口
100156,台东六路与延安三路交叉口
100453,广水路与灵川路交叉口
100454,广水路与铜川路交叉口
100453,灵川路与广水路交叉口
100267,灵川路与金水路交叉口
100209,清江路与重庆南路交叉口
100180,清江路与哈尔滨路交叉口
100428,广西路与安徽路交叉口
100045,广西路与江苏路交叉口
100494,江苏路与湖南路交叉口
100045,江苏路与广西路交叉口
100454,广水路与铜川路交叉口
100453,广水路与灵川路交叉口
100454,铜川路与广水路交叉口
100463,铜川路与天水路交叉口
100047,江苏路与莱芜一路交叉口
100050,江苏路与龙口路交叉口
100368,费县路与滋阳路交叉口
100369,费县路与汶上路交叉口
100056,东海中路与珠海支路交叉口
100082,东海中路与市立医院交叉口
100562,云霄路与漳浦路交叉口
100008,云霄路与闽江路交叉口
100561,闽江路与燕儿岛路交叉口
100064,闽江路与福州南路交叉口
100008,闽江路与云霄路交叉口
100064,闽江路与福州南路交叉口
100073,福州南路与漳州一路交叉口
100064,福州南路与闽江路交叉口
100067,福州南路与江西路交叉口
100064,福州南路与闽江路交叉口
100431,正阳关路与荣成路交叉口
100432,正阳关路与紫荆关路交叉口
100103,长春路与沈阳路交叉口
100147,长春路与威海路交叉口
100255,长沙路与一号线交叉口
100249,长沙路与台柳路交叉口
100455,合川路与广水路交叉口
100464,合川路与天水路交叉口
100225,台柳路与蚌埠路交叉口
100249,台柳路与长沙路交叉口
100094,青海路与昌乐路交叉口
100093,青海路与益都路交叉口
100374,四川路与广州路交叉口
100375,四川路与东平路交叉口
100382,东平路与云南路交叉口
100375,东平路与四川路交叉口
100376,四川路与滋阳路交叉口
100375,四川路与东平路交叉口
100200,四流南路与长沙路交叉口
100199,四流南路与大沙路交叉口
100455,合川路与广水路交叉口
100327,合川路与金水路交叉口
100381,广州路与云南路交叉口
100374,广州路与四川路交叉口
100375,四川路与东平路交叉口
100374,四川路与广州路交叉口
100455,广水路与合川路交叉口
100454,广水路与铜川路交叉口
100426,磁山路与云南路交叉口
100378,磁山路与四川路交叉口
100456,达川路与广水路交叉口
100465,达川路与天水路交叉口
100456,广水路与达川路交叉口
100457,广水路与汉川路交叉口
100376,四川路与滋阳路交叉口
100377,四川路与西藏路交叉口
100438,四流南路与青岛市中心医院交叉口
100201,四流南路与开平路交叉口
100200,四流南路与长沙路交叉口
100201,四流南路与大沙路交叉口
100456,达川路与广水路交叉口
100298,达川路与金水路交叉口
100457,汉川路与广水路交叉口
100437,汉川路与世园大道交叉口
100457,广水路与汉川路交叉口
100458,广水路与宾川路交叉口
100457,汉川路与广水路交叉口
100305,汉川路与金水路交叉口
100036,太平路与江苏路交叉口
100037,太平路与常州路（太平路小学）交叉口
100231,大沙路与金华支路交叉口
100200,大沙路与四流南路交叉口
100199,四流南路与南丰路交叉口
100200,四流南路与长沙路交叉口
100266,四流路与郑州路交叉口
100265,四流路与唐河路交叉口
100045,江苏路与广西路交叉口
100036,江苏路与日照路交叉口
100087,香港中路与彰化路交叉口
100088,香港中路与台北路交叉口
100352,香港中路与汕头路交叉口
100085,香港中路与澄海一路交叉口
100354,山东路与延吉路交叉口
100355,山东路与敦化路交叉口
100245,山东路与鞍山路交叉口
100355,山东路与敦化路交叉口
100178,哈尔滨路与抚顺路交叉口
100179,哈尔滨路与伊春路交叉口
100371,北京路与河北路交叉口
100372,北京路与河南路交叉口
100355,山东路与敦化路交叉口
100354,山东路与延吉路交叉口
100181,哈尔滨路与南京路交叉口
100180,哈尔滨路与清江路交叉口
100265,四流路与唐河路交叉口
100266,四流路与郑州路交叉口
100429,广西路与浙江路交叉口
100428,广西路与安徽路交叉口
100430,安徽路与湖南路交叉口
100428,安徽路与广西路交叉口
100288,重庆中路与楼山路交叉口
100289,重庆中路与遵义路交叉口
100282,重庆中路与邢台路交叉口
100287,重庆中路与文安路交叉口
100285,重庆中路与振华路交叉口
100286,重庆中路与金水路交叉口
100011,江西路与远洋学院交叉口
100067,江西路与福州南路交叉口
100192,瑞昌路与人民路北交叉口
100193,瑞昌路与人民路交叉口
100194,瑞昌路与顺昌路交叉口
100193,瑞昌路与人民路交叉口
100192,瑞昌路与人民路北交叉口
100221,瑞昌路与杭州路交叉口
100118,华阳路与昌乐路交叉口
100119,华阳路与诸城路交叉口
100428,安徽路与广西路交叉口
100430,安徽路与湖南路交叉口
100433,湖南路与中山路交叉口
100430,湖南路与安徽路交叉口
100160,延吉路与徐州路交叉口
100354,延吉路与山东路交叉口
100194,瑞昌路与顺昌路交叉口
100195,瑞昌路与吉水路交叉口
100196,瑞昌路与南昌路交叉口
100195,瑞昌路与吉水路交叉口
100502,福州南路与漳浦路交叉口
100073,福州南路与漳州一路交叉口
100360,辽阳西路与劲松三路交叉口
100359,辽阳西路与劲松一路交叉口
100064,福州南路与闽江路交叉口
100073,福州南路与漳州一路交叉口
100218,杭州路与开化路交叉口
100219,杭州路与宣化路交叉口
100219,杭州路与宣化路交叉口
100218,杭州路与开化路交叉口
100075,漳州二路与燕儿岛路交叉口
100071,漳州二路与福州南路交叉口
100219,杭州路与宣化路交叉口
100220,杭州路与宁化路交叉口
100220,杭州路与宁化路交叉口
100219,杭州路与宣化路交叉口
100297,瑞金路与重庆路交叉口
100586,瑞金路与安顺路交叉口
100586,瑞金路与安顺路交叉口
100297,瑞金路与重庆路交叉口
100187,人民路与嘉善路交叉口
100205,人民路与重庆南路交叉口
100353,人民路与阜新路交叉口
100205,人民路与重庆南路交叉口
100179,伊春路与哈尔滨路交叉口
100137,伊春路与南京路交叉口
100317,黑龙江中路与大崂路交叉口
100316,黑龙江中路与中崂路交叉口
100007,南京路与宁夏路交叉口
100134,南京路与延吉路交叉口
100161,延吉路与连云港路交叉口
100134,延吉路与南京路交叉口
100228,洛阳路与商丘路交叉口
100268,洛阳路与重庆路交叉口
100270,重庆路与青山路交叉口
100269,重庆路与郑州路交叉口
100268,重庆路与洛阳路交叉口
100269,重庆路与郑州路交叉口
100186,人民路与鞍山路快速路下桥口交叉口
100243,人民路与鞍山路交叉口
100243,人民路与鞍山路交叉口
100186,人民路与鞍山路快速路下桥口交叉口
100244,鞍山路与鞍山二路交叉口
100410,鞍山路与鞍山一路交叉口
100410,鞍山路与鞍山一路交叉口
100244,鞍山路与鞍山二路交叉口
100247,山东路与南宁路交叉口
100245,山东路与鞍山路交叉口
100246,鞍山路与哈尔滨路交叉口
100245,鞍山路与山东路交叉口
100245,鞍山路与山东路交叉口
100246,鞍山路与哈尔滨路交叉口
100296,永平路与升平路交叉口
100281,永平路与兴华路交叉口
100281,永平路与兴华路交叉口
100296,永平路与升平路交叉口
100292,升平路与永年路交叉口
100296,升平路与永平路交叉口
100294,永平路与振华路交叉口
100296,永平路与升平路交叉口
100421,永平路与兴义路（三十三中学）交叉口
100295,永平路与唐山路交叉口
100296,永平路与升平路交叉口
100294,永平路与振华路交叉口
100284,重庆中路与通真宫路交叉口
100283,重庆中路与延寿宫路交叉口
100289,重庆中路与遵义路交叉口
100288,重庆中路与楼山路交叉口
100289,重庆中路与遵义路交叉口
100290,重庆中路与湘潭路交叉口
100291,重庆中路与唐山路交叉口
100351,重庆中路与南岭三路交叉口
100290,重庆中路与湘潭路交叉口
100289,重庆中路与遵义路交叉口
100035,重庆路与仙山路交叉口
100297,重庆路与瑞金路交叉口
100326,金水路与铜川路交叉口
100327,金水路与合川路交叉口
100310,君峰路与通真宫路交叉口
100320,君峰路与京口路交叉口
100322,京口路与青峰路交叉口
100319,京口路与峰山路交叉口
100321,君峰路与顺河路交叉口
100320,君峰路与京口路交叉口
100322,京口路与青峰路交叉口
100320,京口路与君峰路交叉口
100319,京口路与峰山路交叉口
100322,京口路与青峰路交叉口
100320,京口路与君峰路交叉口
100322,京口路与青峰路交叉口
100134,延吉路与南京路交叉口
100161,延吉路与连云港路交叉口
100160,延吉路与徐州路交叉口
100161,延吉路与连云港路交叉口
100340,巨峰路与北崂路交叉口
100329,巨峰路与中崂路交叉口
100316,中崂路与黑龙江中路交叉口
100329,中崂路与巨峰路交叉口
100338,巨峰路与南崂路交叉口
100329,巨峰路与中崂路交叉口
100354,延吉路与山东路交叉口
100159,延吉路与镇江路交叉口
100321,顺河路与君峰路交叉口
100314,顺河路与枣园路交叉口
100158,延吉路与延安三路交叉口
100159,延吉路与长春路交叉口
100183,长沙路与黑龙江南路交叉口
100166,长沙路与劲松三路交叉口
100296,升平路与永平路交叉口
100292,升平路与永年路交叉口
100460,广水路与毛杨路交叉口
100459,广水路与东川路交叉口
100463,铜川路与天水路交叉口
100454,铜川路与广水路交叉口
100475,铜川路与惠水路交叉口
100084,铜川路与衡水路交叉口
100475,惠水路与铜川路交叉口
100476,惠水路与合川路交叉口
100476,合川路与惠水路交叉口
100129,合川路与衡水路交叉口
100476,惠水路与合川路交叉口
100477,惠水路与汉川路交叉口
100477,惠水路与汉川路交叉口
100476,惠水路与合川路交叉口
100252,开平路与台柳路交叉口
100258,开平路与宁乡路交叉口
100646,虎山路与顺河支路交叉口
100588,虎山路与秀峰路交叉口
100209,重庆南路与清江路交叉口
100623,重庆南路与淮安路交叉口
100478,惠水路与号线交叉口
100477,惠水路与汉川路交叉口
100329,中崂路与巨峰路交叉口
100316,中崂路与黑龙江中路交叉口
100324,黑龙江中路与李沧区政府交叉口
100323,黑龙江中路与华楼山路交叉口
100560,单县支路与太平路交叉口
100366,单县支路与费县路交叉口
100479,宾川路与惠水路交叉口
100514,宾川路与衡水路交叉口
100460,毛杨路与广水路交叉口
100336,毛杨路与金水路交叉口
100283,延寿宫路与重庆中路交叉口
100309,延寿宫路与君峰路交叉口
100350,君峰路与李沧路小学交叉口
100309,君峰路与延寿宫路交叉口
100302,君峰路与书院路交叉口
100309,君峰路与延寿宫路交叉口
100465,达川路与天水路交叉口
100456,达川路与广水路交叉口
100350,君峰路与李沧路小学交叉口
100310,君峰路与通真宫路交叉口
100320,君峰路与京口路交叉口
100310,君峰路与通真宫路交叉口
100153,延安路与延安二路交叉口
100152,延安路与延安一路交叉口
100166,长沙路与劲松三路交叉口
100183,长沙路与黑龙江南路交叉口
100104,延安一路与登州路交叉口
100152,延安一路与延安路交叉口
100064,闽江路与福州南路交叉口
100561,闽江路与闽江二路交叉口
100564,闽江路与漳州路交叉口
100561,闽江路与闽江二路交叉口
100270,青山路与重庆路交叉口
100300,青山路与君峰路交叉口
100152,延安一路与延安路交叉口
100104,延安一路与登州路交叉口
100158,延安三路与长春路交叉口
100157,延安三路与延吉路交叉口
100484,铜川路与中崂路交叉口
100326,铜川路与金水路交叉口
100281,兴华路与永平路交叉口
100293,兴华路与四流中路交叉口
100280,四流中路与太原路交叉口
100293,四流中路与兴华路交叉口
100279,四流中路与二航校门前交叉口
100280,四流中路与太原路交叉口
100109,敦化路与吴兴路交叉口
100110,敦化路与绍兴路交叉口
100023,绍兴路与延吉路交叉口
100110,绍兴路与敦化路交叉口
100172,镇江路与西吴路交叉口
100105,镇江路与敦化路交叉口
100355,敦化路与山东路交叉口
100105,敦化路与镇江路交叉口
100432,正阳关路与紫荆关路交叉口
100107,正阳关路与太平角一路交叉口
100116,合肥路与劲松四路交叉口
100115,合肥路与劲松三路交叉口
100174,标山路与延安二路交叉口
100142,标山路与上清路交叉口
100526,文安路与永清路交叉口
100287,文安路与重庆中路交叉口
100302,君峰路与书院路交叉口
100300,君峰路与青山路交叉口
100157,延安三路与台东八路交叉口
100158,延安三路与长春路交叉口
100524,遵义路与文昌路交叉口
100289,遵义路与重庆中路交叉口
100153,延安路与延安二路交叉口
100154,延安路与东山路交叉口
100109,敦化路与吴兴路交叉口
100108,敦化路与南京路交叉口
100358,吴兴路与辽阳西路交叉口
100109,吴兴路与敦化路交叉口
100110,敦化路与绍兴路交叉口
100109,敦化路与吴兴路交叉口
100022,吴兴路与延吉路交叉口
100109,吴兴路与敦化路交叉口
100108,敦化路与南京路交叉口
100109,敦化路与吴兴路交叉口
100101,曹县路与长春路交叉口
100143,曹县路与沈阳路交叉口
100147,长春路与威海路交叉口
100158,长春路与延安三路交叉口
100143,沈阳路与曹县路交叉口
100144,沈阳路与华阳路交叉口
100112,伊春路与福州北路交叉口
100162,伊春路与绍兴路交叉口
100137,伊春路与南京路交叉口
100162,伊春路与绍兴路交叉口
100180,哈尔滨路与清江路交叉口
100181,哈尔滨路与南京路交叉口
100179,哈尔滨路与伊春路交叉口
100181,哈尔滨路与南京路交叉口
100128,辽宁路与寿光路交叉口
100127,辽宁路与华阳路交叉口
100412,江西路与古田路（五十七中）交叉口
100063,江西路与香港中路交叉口
100161,延吉路与连云港路交叉口
100160,延吉路与徐州路交叉口
